cell,rho,log10rho
0,418.00491094257166,2.6211813841260665
1,811.2802929687115,2.909170926540046
2,894.919719233523,2.951784077709565
3,287.19326971025936,2.458174258126166
4,900.3948636918656,2.954433008899959
5,417.627529155497,2.6207891187448413
6,34.641327566469805,1.5395945272178362
7,778.9206638212222,2.8914932252986207
8,511.0900175147309,2.7084973985044325
9,718.7144302989793,2.856556364679072
10,990.4956019047795,2.9958525514821117
11,499.12590372853487,2.698210109546417
12,627.0107803383124,2.7972750078182664
13,596.7898357412041,2.7758214178173293
14,179.13429682994496,2.2531787432919073
15,978.808018628104,2.9906975185380205
16,109.06860005590268,2.0376997388080564
17,233.05223223325336,2.3674532670709705
18,114.7912059515898,2.059908618436629
19,943.142507767607,2.974577319101151
20,812.7205041332176,2.909941216710603
21,529.2256669284506,2.7236408988848506
22,781.9435092726735,2.893175379022331
23,318.3730967203129,2.502936361705205
24,526.6730772782021,2.7215411184555287
25,368.82554142178515,2.566820988613834
26,288.8372417846201,2.460653189101221
27,317.0978253324493,2.5011932636311385
28,77.42938769195317,1.8889058248962654
29,945.2169591902743,2.9755315051912654
30,187.95435199748198,2.274052386057333
31,104.86635877923115,2.0206361884816815
32,593.0152416655216,2.7730658557355357
33,527.1750554103123,2.7219548523561494
34,499.3521568296506,2.698406930045317
35,680.9479732012948,2.833113931568096
36,957.8350320335754,2.9812907169628473
37,833.1282035026525,2.920711836688437
38,741.6557630370722,2.870202375760019
39,300.7711969338354,2.4782362441149672
40,766.9687017777759,2.8847776417553126
41,404.9267569470122,2.607376475238412
42,686.6353103686868,2.8367261333512555
43,829.8770533440835,2.919013756220305
44,427.2424208195634,2.630674367178762
45,321.0036465833709,2.506509965993783
46,803.6826153895697,2.9050845741235194
47,257.86192853653546,2.4113872264069545
48,15.253815981067426,1.183378502844026
49,404.34583541481,2.6067529744265245
50,384.75576842669346,2.58518513968507
51,403.4092129062245,2.605745812242258
52,403.5094711470793,2.605853732908499
53,787.4195772425559,2.896206208247858
54,826.8625410754902,2.9174333177578142
55,310.84866027081034,2.4925489999388595
56,932.4222410696104,2.9696126241992493
57,928.7196592736125,2.9678846388544633
58,566.5915493285038,2.753270092762307
59,718.9319995231338,2.856687814404461
60,529.8333701931429,2.724139307744425
61,255.78452655583982,2.407874268701385
62,588.8623208520739,2.7700137662919095
63,302.8572090759021,2.481237915871603
64,150.36420442550727,2.177144460785249
65,899.4691442121205,2.9539862697068546
66,620.8087082959071,2.7929578002899738
67,194.582538169582,2.2891038641088013
68,325.1395195973833,2.5120697597144215
69,196.91006551991703,2.294267916686764
70,921.7714890488526,2.9646232710045473
71,536.6833439997819,2.7297181171405254
72,774.8568676655688,2.8892214866044434
73,301.91438012658244,2.4798837988822973
74,524.2094865282781,2.719504876033711
75,610.1861558080585,2.785462349939668
76,368.8927078988694,2.56690007037838
77,21.704744889275545,1.3365546856443793
78,53.7161415334025,1.73010480945211
79,238.14015299516376,2.376832628307075
80,262.07309356077644,2.418422435223921
81,519.3095588625586,2.715426316669879
82,455.8493687690292,2.6588213577528945
83,248.65550027695818,2.3955980702986364
84,125.56940240779764,2.0988838274241504
85,854.7287964801598,2.9318283359256285
86,618.2527705631644,2.791166071232442
87,380.30625480896646,2.5801334682111645
88,320.8991618658306,2.5063685827934776
89,764.226638688319,2.8832221718419326
90,388.4138315023264,2.5892946868337563
91,947.5585031907451,2.9766060332348885
92,294.4237395383856,2.4689728244659515
93,363.3493954011225,2.560324441881213
94,226.67706821138378,2.3554075869417006
95,392.986928876395,2.5943781055630617
96,115.42888284278916,2.0623144924398558
97,763.6573993125138,2.882898564126839
98,580.6120420467165,2.763886038971035
99,971.6010242669857,2.987487963968895
