cell,rho,log10rho
0,839.6846875396502,2.92411623347918
1,24.61710157188228,1.3912369175864043
2,991.2168616055061,2.996168681221056
3,695.3408742178817,2.8421977592655616
4,128.86818767984073,2.110145720920079
5,570.478021548605,2.7562389172835435
6,527.493883235736,2.7222174279652394
7,362.14732184012007,2.5588852778444573
8,705.7848797422696,2.8486723500924733
9,463.20427957986453,2.665772563217942
10,38.130054536806725,1.5812674264385613
11,64.57727616773015,1.8100797227766514
12,350.2978432027806,2.5444374633581877
13,146.8351681207691,2.1668300848144226
14,304.2552379196546,2.483238063582535
15,789.6812682112153,2.8974518363681474
16,539.948949003608,2.732352700167203
17,170.07245500419404,2.2306339808179367
18,233.02545067820367,2.3674033565860273
19,201.17963918899093,2.3035840249160984
20,175.1358149921436,2.2433749676878953
21,337.05601404367206,2.5277020806001
22,58.39656324298962,1.7663872887472518
23,699.4258374718935,2.844741671530859
24,269.6463016266055,2.4307944680353732
25,285.16752564738573,2.455100067339892
26,422.87080954697007,2.626207707161051
27,307.66342428328113,2.4880758694157863
28,284.3311773561575,2.4538244833674137
29,112.44852442964189,2.0509537609164377
30,188.87071572393538,2.2761646260774238
31,629.4066225273895,2.798931308186306
32,130.37279582647443,2.1151869790108764
33,643.5900573938974,2.80860932620959
34,460.2120254018334,2.6629579626538438
35,97.82439109911729,1.990447153346381
36,525.0691341137308,2.7202164892867193
37,340.7538366308988,2.5324407543621716
38,255.53545603169934,2.407451167838998
39,501.38455698819104,2.7001709532398706
40,611.8171970986176,2.786621680069498
41,763.1786820660936,2.8826262306814083
42,719.8317340064756,2.8572309887466045
43,999.1307359317221,2.999622319235879
44,248.03180651279436,2.394507376420058
45,627.9349776791207,2.797914675111136
46,700.1018476565724,2.8451612238110586
47,860.2115412749296,2.934605265093673
48,385.8257822427628,2.5863912453701783
49,621.4483679098382,2.7934050517816327
50,953.4069835821462,2.979278328753266
51,247.4341545738078,2.3934596472702356
52,365.327237971948,2.562682053432616
53,667.5832959122382,2.8245054613446876
54,448.67359730464375,2.6519305137446305
55,745.5098837320463,2.87245340556478
56,128.42109828979915,2.1086363797929013
57,559.4496187785905,2.747760982246613
58,329.8732417099938,2.5183470883582846
59,63.64795281983336,1.803784439516023
60,118.93699109089387,2.0753169473703332
61,516.829503727136,2.713347297827882
62,77.11224386420173,1.887123340703181
63,335.5033468750585,2.525696856910732
64,660.4349188607002,2.8198300274429693
65,50.713481135447985,1.7051234229325298
66,407.1451046831112,2.6097492174123067
67,640.584787865132,2.806576621145358
68,680.4595573315728,2.832802318298098
69,225.7566147420858,2.353640484141249
70,344.9127762066648,2.5377092817355758
71,547.3546596429097,2.7382688195950617
72,725.3543341033127,2.860550210368731
73,509.6689457497751,2.707288172728638
74,26.431948281784425,1.422129175876456
75,484.00953931988107,2.684853921217056
76,780.925230168288,2.8926094542616787
77,915.9195553160267,2.9618573315100587
78,638.9820433878338,2.8054886538279584
79,696.0322430222669,2.842629358349511
80,870.9383763170049,2.9399874273701596
81,412.7044743264322,2.615639177296961
82,110.9646797611719,2.0451847641394574
83,896.120541377397,2.952366432579462
84,608.3703427912805,2.7841680346445528
85,217.82629097409097,2.3381102966129763
86,271.91327360830815,2.4344304084486197
87,29.935826203881284,1.4761912488132558
88,363.8645530607195,2.560939749568232
89,513.8379338601259,2.710826162713521
90,837.7163208760622,2.9230969767022374
91,698.3126686590762,2.844049921002526
92,393.628990602504,2.595087076535326
93,887.4762608611438,2.9481567449216133
94,252.58132558318684,2.4024012381592246
95,549.1923893195759,2.739724510175399
96,674.3187265748186,2.828865220680909
97,39.12443709446747,1.5924481021576935
98,442.1739837133131,2.645593186315662
99,632.2175239067312,2.8008665295145048
